1,70.813232421875
2,76.92724609375
3,78.895751953125
4,72.943115234375
5,72.9013671875
6,71.03369140625
7,80.7890625
8,74.07373046875
9,74.01025390625
10,83.8876953125
11,74.908203125
12,80.841796875
13,74.87158203125
14,77.09228515625
15,77.14013671875
16,77.88818359375
17,74.8671875
18,87.194580078125
19,68.967529296875
20,76.986328125
21,69.9375
22,76.084228515625
23,69.85009765625
24,77.967041015625
25,67.97314453125
26,75.873291015625
27,72.9775390625
28,77.953857421875
29,76.88037109375
30,73.850830078125
31,68.91162109375
32,76.89501953125
33,78.032958984375
34,84.887939453125
35,66.055908203125
36,74.8798828125
37,79.153076171875
38,68.91845703125
39,76.87255859375
40,72.878173828125
41,70.82568359375
42,83.11865234375
43,75.982177734375
44,67.911865234375
45,74.930419921875
46,81.2412109375
47,74.84326171875
48,66.990234375
49,73.03271484375
50,71.898681640625
51,93.126708984375
52,74.87060546875
53,87.150634765625
54,69.044677734375
55,71.0126953125
56,77.92431640625
57,72.728515625
58,68.863037109375
59,70.796630859375
60,68.900390625
61,76.9501953125
62,73.856201171875
63,70.867919921875
64,85.24658203125
65,75.024169921875
66,88.8818359375
67,85.155029296875
68,76.941650390625
69,72.971435546875
70,78.87451171875
71,77.86669921875
72,73.95361328125
73,75.89111328125
74,69.054931640625
75,76.853759765625
76,74.763916015625
77,70.856201171875
78,70.86669921875
79,71.874267578125
80,77.02734375
81,67.8974609375
82,84.80615234375
83,79.9091796875
84,68.959228515625
85,76.88232421875
86,74.889892578125
87,60.859619140625
88,76.072998046875
89,69.9423828125
90,72.8505859375
91,69.876708984375
92,70.89697265625
93,86.93310546875
94,90.2509765625
95,72.960205078125
96,69.8671875
97,80.91552734375
98,74.871337890625
99,71.991943359375
100,68.884765625
