1,556.32373046875
2,170.931640625
3,147.430908203125
4,138.474609375
5,167.11083984375
6,155.552734375
7,171.179931640625
8,127.670166015625
9,157.2412109375
10,131.52587890625
11,150.843505859375
12,148.075439453125
13,137.396484375
14,127.30517578125
15,167.96044921875
16,135.739501953125
17,139.68603515625
18,150.09814453125
19,149.825927734375
20,154.564208984375
21,137.673583984375
22,153.157958984375
23,137.192626953125
24,160.171630859375
25,137.386474609375
26,137.0498046875
27,157.4150390625
28,135.40625
29,140.4375
30,153.688232421875
31,134.67822265625
32,130.958984375
33,160.8623046875
34,136.953857421875
35,140.151611328125
36,154.224609375
37,130.593017578125
38,136.68603515625
39,129.35888671875
40,124.61572265625
41,136.4501953125
42,138.337158203125
43,174.310546875
44,141.337158203125
45,125.659912109375
46,130.5859375
47,154.039794921875
48,125.770263671875
49,141.32470703125
50,170.60400390625
51,118.561767578125
52,150.365478515625
53,145.291748046875
54,131.251220703125
55,135.42529296875
56,122.408447265625
57,139.394287109375
58,136.590087890625
59,154.96630859375
60,131.261962890625
61,148.977294921875
62,152.669921875
63,155.630859375
64,153.596923828125
65,145.73681640625
66,141.2275390625
67,136.128662109375
68,167.173828125
69,149.40185546875
70,135.546142578125
71,152.6298828125
72,146.333251953125
73,143.2646484375
74,157.343994140625
75,146.4130859375
76,138.686279296875
77,140.761962890625
78,140.259765625
79,156.0380859375
80,152.676513671875
81,132.328125
82,130.5625
83,125.564453125
84,120.665771484375
85,170.03369140625
86,149.265625
87,139.671875
88,190.6298828125
89,149.342529296875
90,132.232421875
91,140.6494140625
92,138.2705078125
93,143.962890625
94,140.045654296875
95,131.715087890625
96,145.595703125
97,138.270263671875
98,142.697265625
99,132.3359375
100,140.5791015625
